id,name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
423029,Splenda Flourless Chocolate Cake,1097313,kalamitykris,PT25M,PT55M,PT1H20M,2010-05-04T10:15:00Z,I have a good friend going through dessert withdrawl while on the Adkins diet so I came up with this..............Did the trick!!,character(0),Dessert,"c(""< 4 Hours"", ""Easy"")","c(""4"", ""1/2"", ""1"", ""3"", ""1/2"")","c(""canola oil"", ""Splenda sugar substitute"", ""eggs"")",,,310.6,31.8,8.9,105.8,41.1,9.8,5.6,0.5,7.0,6.0,1 cake,"c(""Preheat oven to 375°F and oil an 8-inch round baking pan. Line bottom with a round of wax paper."", ""Chop chocolate into small pieces. In a double boiler or metal bowl set over a saucepan of barely simmering water melt chocolate with oil, stirring, until smooth."", ""Remove top of double boiler or bowl from heat and whisk Splenda into chocolate mixture. Add eggs and whisk well."", ""Sift 1/2 cup cocoa powder over chocolate mixture and whisk until just combined."", ""Pour batter into pan and bake in middle of oven 25 minutes, or until top has formed a thin crust."", 
""Cool cake in pan on a rack 5 minutes and invert onto a serving plate."")"
118935,Cream Cheese Bourbon Pecan Pound Cake,43642,Vino Girl,PT1H35M,PT20M,PT1H55M,2005-04-24T21:21:00Z,"Top this dense and flavorful cake with sifted powdered sugar or maybe a simple glaze.  I halved the recipe, and baked it in a loaf pan for about one hour.  From Southern Living (December 2004)","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/oSdlNkyQBWxWYKWM38JL_untitled-1624.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/picBRvPBj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/Weuab3YwQ7mbCg2P0HEn_untitled-1646.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/qzUCXeIVSmKv2PsbJUKz_untitled-1625.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/picy8yHa5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/89/35/picpZUXGy.jpg"")",Dessert,"c(""Cheese"", ""Fruit"", ""Nuts"", ""Christmas"", ""Thanksgiving"", ""Oven"", ""< 4 Hours"", ""Easy"")","c(""1 1/2"", ""1"", ""3"", ""6"", ""3"", ""1/2"", ""1/4"", ""1 1/2"", ""1 1/2"")","c(""butter"", ""cream cheese"", ""sugar"", ""eggs"", ""flour"", ""salt"", ""Bourbon"", ""vanilla extract"", ""pecans"")",5.0,5.0,720.5,42.0,19.9,174.8,397.0,76.8,2.1,51.3,9.0,12.0,1 cake,"c(""Preheat oven to 325°F"", ""Grease and flour a 12 cup tube or bundt pan."", ""Beat butter and cream cheese at medium speed with an electric mixer until creamy."", ""Gradually add sugar, beating at medium speed until light and fluffy."", ""Add eggs, 1 at a time, beating just until the yellow yolk disappears."", ""Sift together flour and salt; add to butter mixture alternately with bourbon, beginning and ending with flour mixture."", ""Beat batter at low speed just until blended after each addition."", ""Stir in vanilla and pecans."", 
""Pour batter into a greased and floured 12-cup tube pan."", ""Bake for 1 hour and 30 minutes to 1 hour and 35 minutes or until a wooden pick inserted in center of cake comes out clean."", ""Cool in pan on a wire rack 10 to 15 minutes."", ""Remove from pan; cool completely on wire rack."")"
78284,Awesome Apple and Cinnamon Pancakes,89831,Kittencalrecipezazz,PT3M,PT10M,PT13M,2003-12-08T20:01:00Z,"We have these often at our house for Sunday brunch, there a real favorite and they turn out so fluffy!","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/78/28/4/picg3RHLH.jpg""",Breakfast,"c(""Apple"", ""Fruit"", ""Healthy"", ""< 15 Mins"")","c(""1 1/2"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1/4"", ""3"", ""2"", NA)","c(""flour"", ""baking powder"", ""salt"", ""cinnamon"", ""eggs"", ""applesauce"", ""liquid honey"", ""butter"")",5.0,13.0,330.5,7.5,4.1,61.8,388.1,60.1,1.8,19.1,6.6,4.0,,"c(""In a bowl, mix first 4 ingredients."", ""In another bowl, whisk together the remaining ingredients, except the oil."", ""Stir the egg/apple mixture into the dry ingredients; mix well, until smooth."", ""Warm a skillet."", ""When skillet is hot, add approx 1/4 cup batter."", ""Cook until pancake until golden (approx 3 minutes on each side)."")"
134173,Gramma's Fudge Cake,217621,Breeze144,PT30M,PT20M,PT50M,2005-08-20T13:56:00Z,Make and share this Gramma's Fudge Cake recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/41/73/picRyV35z.jpg""",Dessert,"""< 60 Mins""","c(""1/2"", ""2"", ""3/4"", ""1"", ""1/2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1 1/4"", ""1"", ""1"")","c(""butter"", ""margarine"", ""eggs"", ""sugar"", ""vanilla"", ""flour"", ""baking powder"", ""walnuts"", ""butter"", ""margarine"", ""water"", ""icing sugar"", ""vanilla"")",5.0,1.0,423.4,19.3,11.5,116.3,207.1,59.9,0.8,49.8,3.9,,,"c(""Mix together eggs, butter, sugar and vanilla."", ""Add flour, cocoa and bakingg powder."", ""Add walnuts."", ""Bake in lightly greased 8x8 pan at 350F for 25-30 minutes."", ""Icing: Mix all ingredients together until smooth."", ""Spread over cake when cooled."")"
163120,Strawberry Margarita Cheesecake,97249,Catie,PT10M,PT45M,PT55M,2006-04-05T15:19:00Z,Make and share this Strawberry Margarita Cheesecake recipe from Food.com.,character(0),Cheesecake,"c(""Dessert"", ""< 60 Mins"", ""For Large Groups"")","c(""2"", ""1/4"", ""1/2"", ""2"", ""1/2"", ""3"", ""1"", ""5"", ""1/2"", ""1"")","c(""graham crackers"", ""sugar"", ""butter"", ""cream cheese"", ""frozen strawberries"", ""boiling water"", ""strawberry gelatin"")",,,333.8,24.9,15.1,73.8,269.6,24.5,0.9,15.6,4.7,15.0,,"c(""To make the crust, mix the crushed graham crackers, melted butter and sugar thoroughly then press into the bottom of a 9x13 dish."", ""Bake at 350 degrees for 10 minutes."", ""Set aside and let it cool completely."", ""While the crust is cooling, prep the cream cheese layer.  Beat the cream cheese and margarita mix until smooth and then fold in 3 cups of the whipped topping.  When the crust is cooled, spread this layer onto it."", ""Set the crust and cream cheese layer in the refridgerator to chill while prepping the strawberry layer."", 
""Boil 1/2 a cup of water and pour it into a bowl.  Add in the gelatin package and stir until completely dissolved."", ""Add in the package of frozen, sliced strawberries and stir until the gelatin is set and the strawberries are all separated."", ""Using a wire whisk, stir in 5 cups of the whipped topping until completely mixed."", ""Pour over top of the cream cheese layer."", ""Cover and refrigerate 4 to 5 hours to set fully.  Soft set at 3 hours."")"
71960,Jewish Honey Cake,15718,Steve P.,PT1H,PT20M,PT1H20M,2003-09-30T20:55:00Z,"Traditional honey cake, made for Rosh Hashanah to ensure a sweet New Year but also prepared by honey-cake lovers for special occasions.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/96/0/pic35Q62q.jpg""",Dessert,"c(""Fruit"", ""Nuts"", ""Southwest Asia (middle East)"", ""Asian"", ""European"", ""Weeknight"", ""Mixer"", ""Oven"", ""Small Appliance"", ""< 4 Hours"")","c(""3"", ""1"", ""1"", ""1/3"", ""1"", ""1"", ""3 1/2"", ""2 1/2"", ""1"", ""1/2"", ""1/4"", ""1"", ""1"", ""1/2"")","c(""eggs"", ""fresh lemon juice"", ""fresh lemon rind"", ""honey"", ""strong black coffee"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""cream of tartar"", ""dark brown sugar"", ""cinnamon"")",5.0,7.0,387.2,9.9,1.4,52.9,304.5,70.5,1.7,41.3,6.4,12.0,1 Ten inch tube pan,"c(""Preheat the oven to 350 degrees and grease and flour a 10-inch tube pan."", ""Place the eggs, lemon juice, lemon rind, oil, honey and coffee in a bowl of an electric mixer."", ""Mix on low speed until well blended."", ""In a separate bowl combine the flour, baking powder, baking soda, salt, cream of tartar, sugar and cinnamon with a fork until mixed."", ""Gradually add the flour mixture to the eggs mixture, mixing for about 5 minutes or until well blended."", ""Fold in the slivered almonds."", ""Pour the batter into the tube pan."", 
""Bake in the oven for 50 minutes to 1 hour, or until a toothpick inserted in the center of the cake comes out clean."")"
449930,Banana Macaroon Cake,300474,WhiteSnake,PT50M,PT10M,PT1H,2011-03-03T15:43:00Z,Make and share this Banana Macaroon Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/99/30/pichst1ES.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/99/30/picYJrczk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/99/30/picIFY03Q.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/99/30/picSyuaFt.jpg"")",Dessert,"c(""< 60 Mins"", ""Easy"")","c(""1/4"", ""2/3"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""1"", ""1 1/2"", ""1/2"", ""1"", ""1"")","c(""margarine"", ""sugar"", ""eggs"", ""milk"", ""flour"", ""baking powder"", ""baking soda"", ""salt"", ""coconut"", ""powdered sugar"", ""margarine"", ""water"")",5.0,3.0,3196.9,130.4,84.7,376.3,2769.7,470.3,33.4,230.8,51.0,1.0,1 loaf,"c(""CAKE."", ""In a large bowl beat margarine and sugar until creamy."", ""Add eggs and beat well."", ""Blend in milk and almond extract."", ""Combine flour, baking soda, baking powder and salt."", ""Gradually stir into bowl, mixing well."", ""Stir in bananas."", ""Fold in coconut."", ""Pour into a greased 9X5X3 inch loaf pan."", ""Bake at 350 F for 50 - 55 minutes."", ""GLAZE."", ""Mix powdered sugar,margarine and water until smooth."", ""Drizzle over cake."")"
417714,Easy Whole-Wheat Pancakes,1531872,jenrink,PT2M,PT5M,PT7M,2010-03-23T13:53:00Z,"Simple, quick recipe, makes good pancakes.  Can easily be made more healthy by using all whole-wheat flour and replacing the oil with applesauce.",character(0),Breakfast,"c(""Grains"", ""High In..."", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""1/2"", ""1"", ""2"", ""1/4"", ""1"", ""1"", ""2"")","c(""all-purpose flour"", ""whole wheat pastry flour"", ""sugar"", ""baking powder"", ""salt"", ""egg"", ""1% low-fat milk"", ""margarine"")",4.0,1.0,300.3,12.1,2.3,74.6,496.4,39.5,3.0,8.7,9.7,3.0,10 pancakes,"c(""Mix the dry ingredients together in a small mixing bowl.  Mix the wet ingredients together in a different bowl (I sometimes add 1/2 teaspoons vanilla).  Add the dry to wet ingredients all at once, still until blended."", ""Pour by 1/4 cup onto lightly greased griddle.  Makes 10 pancakes."")"
292942,Butter Scrumptious Cupcakes,505447,roxy_froggy25,PT25M,PT15M,PT40M,2008-03-20T00:00:00Z,If you have a love for butterschotch then you better limit yourself to only a few of these cupcakes.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/29/42/picVVWIGl.jpg""",Dessert,"c(""< 60 Mins"", ""For Large Groups"", ""Easy"")","c(""1"", ""1"", ""2"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""1/4"", ""1"", ""1"")","c(""fat free sugar-free instant butterscotch pudding mix"", ""eggs"", ""skim milk"", ""non-fat vanilla yogurt"", ""walnuts"", ""butter"", ""brown sugar"", ""milk"", ""powdered sugar"")",,,60.6,2.3,1.0,19.2,18.1,9.2,0.1,8.3,1.2,24.0,2 dozen,"c(""Preheat oven to 350 degrees."", ""In a large mixing bowl, combine cake mix, pudding mix, eggs, milk, and yogart. Mix with a electic mixer, slow at first, and then beat for 2 minutes or until combined. Add butterscotch chips, toffee chips, and walnuts, and stir."", ""Fill 2/3 full in muffin tin that is lined with paper cups, or spray with non-stick spray. Bake until tootch pick comes out clean (about 30 minutes). Remove from oven and let cool completely on wire rack."", ""For the frosting combine butter, brown sugar, and milk in a microwave safe bowl. Put in microwave for 1 minute. If butter is melted completely add the powdered sugar. If the butter is not, put back in microwave for another 30 seconds. Spread a tablespoon of the frosting over each cooled cupcake. Additional toffee or butterscotch chips can go ontop of frosting if desired.""
)"
310545,Red Velvet Cake (Different),570804,waynejohn1234,PT25M,PT30M,PT55M,2008-06-24T16:47:00Z,"I know there are many, many recipes on this site for red velvet cake but have not found one like this.   Actually it reminds me of a tres leches cake. I have not tried it and would love to get feedback.   I think it came from an old church cookbook in Kingston, Ontario.",character(0),Dessert,"c(""Potluck"", ""Mixer"", ""< 60 Mins"", ""Small Appliance"", ""Easy"")","c(""3/4"", ""1"", ""2"", ""2"", ""2"", ""1"", ""1/4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""8"", ""1/2"", ""1"", ""1"", ""3/4"")","c(""white sugar"", ""eggs"", ""all-purpose flour"", ""baking powder"", ""salt"", ""baking soda"", ""vinegar"", ""buttermilk"", ""vanilla"", ""milk"", ""sugar"", ""cream cheese"", ""butter"", ""vanilla"", ""icing sugar"", ""coconut"")",,,644.5,40.0,17.9,96.0,407.6,65.8,1.8,43.7,7.7,,,"c(""Beat oil and sugar very well."", ""Add eggs, one at a time, beating well."", ""Add food coloring."", ""Sift flour, baking powder, salt and cocoa."", ""In separate bowl, dissolve baking soda in vinegar."", ""Stir into buttermilk and mix well."", ""Add vanilla."", ""Add sifted dry ingredients, alternately with buttermilk."", ""Beat until smooth."", ""Topping:"", ""Bring milk and sugar to a boil - COOL."", ""When cake is baked, cool 5 minutes.  Remove layers and place on wire racks."", ""Put waxed paper under racks."", ""Prick holes in cake layers."", 
""Pour milk-sugar mixture over - allow to soak inches."", ""Put together with the cream cheese icing."", ""Icing:"", ""Beat all together well - red food coloring could be added for presentation."", ""Oven: 350  - 25 minutes."", ""2 - 9 inch round cake pans well greased."")"
484638,Never Fail Pancakes,2330802,earuiz221,PT10M,PT5M,PT15M,2012-07-30T13:24:00Z,This recipe I came up with because I am supper tired in the morning and wanted the easiest pancake recipe ever.  They always come out nice and puffy and delicious!  These pancakes also freeze great.,character(0),Breakfast,"c(""Grains"", ""Toddler Friendly"", ""Kid Friendly"", ""Brunch"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""2"", ""2"", ""1"", ""1 3/4 - 2"", ""3"")","c(""self-rising flour"", ""sugar"", ""egg"", ""milk"")",,,422.0,15.9,4.2,61.5,863.9,57.7,1.7,6.5,11.2,,,"c(""Mix all ingredients in a bowl."", ""Heat pan until water dances.  I usually add one spray of non stick pray for the first pancake but don't add it for any subsequent pancakes so I don't think this is necessary."", ""Pour batter into pan until it reaches the desired pancake size."", ""Flip pancake with when you start to see bubbles."", ""Serve with condiment of your choice."", ""To freeze I usually just make a batch and toss them into a freezer bag."")"
397583,Amazingly Creamy Sour Cream Cheesecake!,1304132,4thelove-of-f00d,PT25M,PT20M,PT45M,2009-11-02T22:15:00Z,"This is an amazing cheesecake recipe! It was given to me by someone very close to me that has passed away and since his passing, I have many it many many times. Every time I have made this recipe, it is gone by the end of the day! This recipe is made for one pie but usually I double the recipe to make two.",character(0),Cheesecake,"c(""Dessert"", ""< 60 Mins"")","c(""1"", ""1/4"", ""1/4"", ""9"", ""1"", ""1"", ""1/2"", ""1"", ""4"", ""1"")","c(""graham cracker"", ""butter"", ""sugar"", ""cream cheese"", ""egg"", ""vanilla"", ""sugar"", ""sour cream"", ""sugar"", ""vanilla"")",,,339.7,23.6,14.6,89.4,164.7,28.1,0.0,25.7,4.2,,1 Pie,"c(""~~~Crust."", ""Preheat to 350 degrees."", ""Crush graham crackers and add 1/4 C sugar."", ""Melt 1/4 C butter and mix together."", ""Press in pie pan and bake 5 minutes."", ""Remove and let cool."", ""~~~Filling."", ""Beat cream cheese until completely smooth."", ""Add 1/2 C sugar and mix until creamy."", ""Add 1 egg and 1 tablespoons vanilla."", ""Beat until creamy."", ""Pour in crust and bake 15min."", ""Remove and let cool 10min."", ""~~~Topping."", ""Mix sour cream, 4 tbsp sugar, and 1 tsp vanilla together and pour on top of cooled cake."", 
""Bake 5 minutes."", ""Take out and let cool."", ""Refrigerate overnight."")"
222018,Low Carb Cheesecake Dessert,57437,Beverly292,,PT5M,PT5M,2007-04-11T21:07:00Z,"I love this and am tired of always having to search for this recipe when I want to make it, so am posting it here so I always will know where to look.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/18/XmjpVTiT2WBIhgtad9BQ_20170121_194641.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/18/i6XNxFXLROasn0RPVVIj_IMG_8124.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/20/18/picwpF8JF.jpg"")",Cheesecake,"c(""Dessert"", ""Low Protein"", ""< 15 Mins"", ""Easy"")","c(""8"", ""1"", ""1"", ""1"")","c(""cream cheese"", ""heavy cream"", ""cold water"", ""sugar-free instant pudding mix"")",5.0,29.0,282.9,27.7,16.4,96.0,338.6,6.7,0.0,1.3,3.1,6.0,,"""Beat all ingredients together. Enjoy on its own or top with fruit or sugar free jelly for a treat."""
245038,Muddy Toblerone Cake,324899,starcie,PT30M,PT5M,PT35M,2007-08-07T17:05:00Z,"This cake it pretty heavy but needs a bit of love just like a sponge - so don't open the oven during cooking unless you're looking for a sunken middle in your cake.
I decorate it with chocolate ganache and crushed honey almond praline - YUM!","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/50/38/picadyl8e.jpg""",Dessert,"c(""Sweet"", ""< 60 Mins"", ""Easy"")","c(""175"", ""150"", ""3"", ""100"", ""100"", ""1/2"", ""50"", ""1"")","c(""butter"", ""caster sugar"", ""eggs"", ""self-rising flour"", ""baking powder"", ""cocoa powder"", ""skim milk"")",,,210.6,13.7,8.2,84.1,223.6,21.2,1.6,12.7,3.4,12.0,,"c(""Cream butter and sugar. Add eggs and melted toblerone, mix thoroughly."", ""Sift flour, baking powder and cocoa into the creamed ingredients. Stir, then add milk, stir again."", ""Bake in greased or lined 20cm springform tin 30-40 minutes."")"
382849,Olive Oil and Quince Paste Madeira Cake,29196,JustJanS,PT40M,PT20M,PT1H,2009-07-26T10:08:00Z,I found this on an Aussie Blog Citrus and Candy while looking for recipes to use a heap of quince paste I've been given.,"""https://img.sndimg.com/food/image/upload/v1/img/feed/382849/OLd7mzKHSDmqs7IAofVw_10218601727015153.jpg""",Dessert,"c(""Fruit"", ""Australian"", ""Lactose Free"", ""Free Of..."", ""Sweet"", ""< 60 Mins"")","c(""1"", ""1"", ""150"", ""1 1/2"", ""1"", ""1"", ""2"", ""150"", ""3"", ""1"", ""150"")","c(""lemon"", ""orange"", ""caster sugar"", ""plain flour"", ""ground cinnamon"", ""salt"", ""baking powder"", ""light olive oil"", ""eggs"", ""orange"", ""quince paste"")",5.0,1.0,2935.7,154.6,24.0,634.5,1107.5,363.5,20.5,176.1,42.7,,1 cake,"c(""Preheat the oven 175°C and grease and line a loaf tin with baking paper (about a 1 Litre capacity)."", ""Place the orange and lemon zest with the caster sugar in the mixing bowl. Rub the zest into the sugar until most of the sugar has turned into a nice lemony colour (this infuses the sugar with the citrus oil)."", ""Stir in the flour, cinnamon, salt and baking powder."", ""In a separate bowl, whisk together the oil, eggs and orange juice."", ""Beat the wet ingredients into the dry ingredients until you have a smooth batter."", 
""Spoon a third of the batter into the loaf tin and scatter over about half the diced quince paste. Spoon another third of the batter, scatter some more quince paste over then pour the remaining mixture over the top."", ""Bake for 10 minutes then dot more quince paste over the top."", ""Bake for a further 30 minutes or until it's well risen and a skewer comes out clean when inserted into the cake."", ""Remove from oven and allow the cake to completely cool in the tin."", ""Dust the top with icing sugar and serve with a dollop of marscarpone and fresh orange slices. Store the cake in an airtight container (it'll keep for a week).""
)"
156199,Orange Buttermilk Cake,9717,carolinafan,PT1H15M,PT25M,PT1H40M,2006-02-15T13:14:00Z,Make and share this Orange Buttermilk Cake recipe from Food.com.,character(0),Dessert,"""< 4 Hours""","c(""1"", ""4"", ""4"", ""4"", ""1"", ""1 1/2"", ""1"", ""1"", ""2"", ""1"")","c(""butter"", ""sugar"", ""eggs"", ""all-purpose flour"", ""baking soda"", ""buttermilk"")",,,671.9,26.2,11.8,112.4,270.9,103.8,2.2,70.6,8.6,12.0,,"c(""Beat butter at medium speed with an electric mixer until fluffy."", ""Gradually add 2 cups sugar, beating well."", ""Add eggs, 1 at a time, beating until blended after each addition."", ""Combine 3 3/4 cups flour and baking soda; add to butter mixture alternately with buttermilk, beginning and ending with flour mixture.  Beat at low speed until blended after each addition."", ""Toss together fruit and remaning 1/4 cup flour; add nuts and orange rind.  Stir fruit mixture into batter and pour into a greased and floured 10-inch tube pan."", 
""Bake at 350 degrees for 1 hour and 10 minutes or until a long wooden pick inserted in center comes out clean."", ""Bring orange juice and remaining 2 cups sugar to a boil in a saucepan; cook, stirring constantly, 1 minute."", ""Pierce cake with a wooden pick and gently run a knife around edge of pan to loosen sides.  Pour glaze over warm cake.  Let cool in pan on a wire rack."", ""Invert cake onto a serving plate."")"
62133,Amaretto Cheesecake,10404,Diana Adcock,PT50M,PT15M,PT1H5M,2003-05-13T20:04:00Z,Make and share this Amaretto Cheesecake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/62/13/3/pic6UFy1T.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/62/13/3/picLFBSAO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/62/13/3/picIhTT0T.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/62/13/3/pics94v4w.jpg"")",Cheesecake,"c(""Dessert"", ""Cheese"", ""Fruit"", ""Potluck"", ""Sweet"", ""Weeknight"", ""Oven"", ""Refrigerator"", ""Stove Top"", ""< 4 Hours"")","c(""1"", ""1/2"", ""2"", ""1/4"", ""2"", ""3/4"", ""2"", ""3"", ""3/4"", ""1/4"", ""1/2"", ""1"", ""1/4"")","c(""graham cracker crumbs"", ""white sugar"", ""butter"", ""cream cheese"", ""white sugar"", ""flour"", ""eggs"", ""sour cream"", ""Amaretto"", ""Amaretto"")",5.0,1.0,460.2,31.3,14.7,127.0,280.1,40.1,1.4,29.7,8.0,10.0,,"c(""Preheat oven to 450 degrees."", ""In a medium bowl combine the graham crumbs, chopped almonds, sugar and butter."", ""Mix well."", ""Press into the bottom of a 9 inch springform pan."", ""In a large mixing bowl combine the cream cheese, sugar and flour."", ""Mix until well blended."", ""Beat in eggs one at a time until blended."", ""Blend in sour cream and Amaretto."", ""Pour over crust and bake for 10 minutes."", ""Reduce temp to 250 degrees and bake for 40 minutes more."", ""You want the cheese cake JUST set."", 
""Remove and place on a wire rack."", ""Run a knife around the edges to loosen."", ""Chill overnight."", ""Combine the jam and amaretto in a small saucepan."", ""Heat over low until just warm."", ""Pour over chilled cheesecake and sprinkle with the almonds."", ""Serve."")"
247306,Clyde’s Crab Cakes Courtesy of the Tombs,545731,Crab Cake Guy,PT15M,PT10M,PT25M,2007-08-19T18:36:00Z,"On the edge of the Georgetown University campus, The Tombs is a daytime and evening favorite with University students, faculty and neighbors. A Washington D.C. institution, The Tombs features colorful decor highlighted by vintage crew and sporting prints, colorful sweeps, high-backed booths, and leaded glass. This is one of The Tombs most requested recipes.",character(0),Crab,"c(""Very Low Carbs"", ""< 30 Mins"")","c(""1"", ""1/3"", ""1"", ""2"", ""1"", ""1"", ""4"")","c(""jumbo lump crab meat"", ""mayonnaise"", ""water"", ""Dijon mustard"", ""parsley"")",3.0,1.0,381.7,16.4,2.5,187.5,1093.9,14.4,0.5,2.8,42.3,2.0,,"c(""Pick the crab meat over to remove excess shells and cartilage."", ""Combine the mayo, Old Bay, parsley, mustard and water until smooth."", ""Add the mayo mixture to the crab meat and mix, being careful not to break up the lumps of crab meat."", ""With your hands, break up the saltines into crumbs and mix into the crab mixture."", ""Form into four patties and pan-fry, or broil the cakes until golden brown."")"
458578,Best Ever Pancakes,1020526,AmyZoe,PT30M,PT15M,PT45M,2011-06-12T11:54:00Z,"I'm not a pancake lover, but these are delicious.  Recipe courtesy of Feeding the Flock (For All Our Friends--From the Koffee Pot, Nampa ID) and Maxine Carroll.  I threw in a splash of buttermilk to regular milk to make buttermilk.  The recipe doesn't state how to cook, but I used 1/4 cup measure for the batter and cooked in a slightly greased pan (flip when you see bubbles on the first side).  Serving size is estimated.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/85/78/piciX012T.jpg""",Breakfast,"c(""Healthy"", ""Brunch"", ""< 60 Mins"")","c(""2"", ""1"", ""1"", ""1/8"", ""3"", ""2"", ""1"", ""2"", ""1"")","c(""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""eggs"", ""buttermilk"", ""vanilla"")",5.0,3.0,276.7,7.4,1.6,65.3,429.1,42.4,1.1,10.5,9.1,6.0,,"c(""Put all dry ingredients in mixing bowl."", ""Blend well with wire whip."", ""Add remaining ingredients and mix well."", ""Add more buttermilk if needed."")"
